review,scores,compound,comp_score
amazing stretch mile everything sun lover surfer superb school attendant lively bar toilets shower sunset glorious attend thousand people round world superb experience fine white sand warm oceanwhats like,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.9819}",0.9819,1
excellent local bar restaurant along day sun bake afternoon drink watch sunset settle dinner one bean bag restaurant,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5719}",0.5719,1
large overwhelming sunset enjoy cocktail fron pub know live short stay home,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}",0.4939,1
spent time double six beautiful stun sit relax watch sunset aware sell thing bit pain lush,"{'neg': 0.143, 'neu': 0.563, 'pos': 0.294, 'compound': 0.5423}",0.5423,1
impressed tractor clean legian morning surf school always busy lot laughter husband enjoy surf walk along ward lounge seller along way nice way start day,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.9325}",0.9325,1
great surf watch beautiful sunset great time surf lounge chair however incredibly busy isnt overly blue beautiful,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.9517}",0.9517,1
large wave make great surf rather scuba dive swim quite long make place walker jogger please like review find useful,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.8957}",0.8957,1
great visit sun people watch bintang even spot shop far seiryu villa walk day,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}",0.6249,1
nice clean morning walk one side full barsrestaurants lot quiet mainly small resortslots surfer swimmer,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.6705}",0.6705,1
dirty volcanic beach clean commercialise sundown price bar expensive town still cheap compare england worth pay bit sit watch sunset chill bintang local beer,"{'neg': 0.149, 'neu': 0.692, 'pos': 0.159, 'compound': 0.0772}",0.0772,1
beautiful little bit boring clean scene nice,"{'neg': 0.143, 'neu': 0.212, 'pos': 0.645, 'compound': 0.7972}",0.7972,1
nice good hassle people try sell everything cigarette bow arrow,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.6908}",0.6908,1
nice clean one best bali really enjoy eveningvery close seminyak square walk distance,"{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.9216}",0.9216,1
best spot see sunset lot bar along may grab drink relax read book wait sunset also activity available,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.7964}",0.7964,1
nice bali east side island lovely beach sunset black sand smelly,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.765}",0.765,1
lovely area bar along area get early grab drink listern music camera ready,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.743}",0.743,1
spend fair bit time nice nice place grab beer drink sit bean bag watch sun set,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.7845}",0.7845,1
best spot see sunset start acivity come u chill lovely friends many club,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.9022}",0.9022,1
drop courtesy vehicle attach seminyak accommodation pay toilet nearby however change shed apparent eventually pay attendant toilet change felt size popularity free well sign change area locate interval along front goer use also surfer signage clearly apparent sand along indicated visitor goer actual area swimmer could go without share water space surf fact safety hazard appear case along entire length seminyak surf roll end unable find area free surfer surf board end dip shallow area swim area utilized surfer nowhere group arrive instructor learn surf area cordoned swimmer happy accident could easily happen felt restricted beachwater situation,"{'neg': 0.104, 'neu': 0.681, 'pos': 0.215, 'compound': 0.9373}",0.9373,1
maldives caribbean one go swim sea great surfer,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,1
view sun set horizon magnificent experience couple atmosphere crowds people flock local tourist alike across see stretch bar restaurant cafe outdoor setting night time light live band music cater sens disappoint see plastic rubbish litter across sand though effluent nearby stream wash see stay away area youll local hawker look sale catch eye hone haggle buy product one flock hawker surround location cause frustation potentially ruin peaceful place learnt say thank indonesian tidak terima kasih acknowledge say english try see,"{'neg': 0.071, 'neu': 0.823, 'pos': 0.105, 'compound': 0.4767}",0.4767,1
worth visit wander hotel explore quick look rent sunbed lovely young coconut quench thirst soon sat lady approach buy ware think good time buy gift fellow work colleague get quick massage think pay much walk along could see people horse rid surf lesson many colourful bar mid morning worth visit,"{'neg': 0.024, 'neu': 0.748, 'pos': 0.228, 'compound': 0.9001}",0.9001,1
fabulous colourful barsalways wear flip flop though sand get ridiculously hotthe tip would give stick air asia umbrellas lounger bar toiletspassed cool hipper bar dont toilet public one closedlovely chill atmosphere beanbag bar charge unlike lounger drink andor eat,"{'neg': 0.105, 'neu': 0.769, 'pos': 0.125, 'compound': 0.2263}",0.2263,1
beautiful stretch mile becomes colourful sunset hedonistic crowd beautiful bean bag umbrellas sand yellow water dark blue wavy rough still pleasant great surfer three people massage pound amaze lot vendor actually lovely jewellery art work forceful enjoy much life,"{'neg': 0.0, 'neu': 0.555, 'pos': 0.445, 'compound': 0.9792}",0.9792,1
great clean debris trashwaves great good surf swim great time,"{'neg': 0.0, 'neu': 0.218, 'pos': 0.782, 'compound': 0.9578}",0.9578,1
seminyaks vibe hip cooler legian particular kuta chill relaxed club pretty good bit samesame lovely sand darker expect sunset amaze,"{'neg': 0.0, 'neu': 0.475, 'pos': 0.525, 'compound': 0.9485}",0.9485,1
go around sunset must say view sand good feat picture come perfect quite clean hav resturants chill,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.8622}",0.8622,1
seminyak like nothing special nice long walk early morning great,"{'neg': 0.267, 'neu': 0.349, 'pos': 0.384, 'compound': 0.4606}",0.4606,1
nice wave high red flag day barter price chair get cheap second time go,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0.4215,1
enjoy day watch surfer tackle sometimes crazy wave clean seller friendly accept wish bother make sure negotiate price sun bed umbrellaat sunset grab beanbag bintang watch sun go absolutely amaze well worth,"{'neg': 0.094, 'neu': 0.413, 'pos': 0.492, 'compound': 0.9598}",0.9598,1
wasnt clean water waste pipe run straight sea smell like drain seminyak part bad use plastic condom unfortunately see water edge wasnt muck would fantastic sunset gorgeous wont back,"{'neg': 0.259, 'neu': 0.49, 'pos': 0.251, 'compound': -0.09}",-0.09,0
expectation low due several review unclean find clean didnt swim though nice walk along,"{'neg': 0.244, 'neu': 0.607, 'pos': 0.149, 'compound': -0.1857}",-0.1857,0
bali various wonderful beach felt seminyak offer perfect blend beauty fun many nice restaurant romantic ambience good music good food bean bag spend hour look g ocean surreal feel good place shop also around best even bali seminyak without doubt,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.9872}",0.9872,1
seminyak beautiful look especially sunrise however wave strong difficult swim plastic litter throughout stray dog everywhere business constantly smell like outhouse much good beach world visit guess bali doesnt bad dont care environment,"{'neg': 0.054, 'neu': 0.563, 'pos': 0.383, 'compound': 0.9343}",0.9343,1
go hotel tell wasnt far decide walk rather take taxi 40 min badbeach lovely quite rough red flag fly enjoy stroll back water,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7906}",0.7906,1
surf spot day yes great place watch sunset drinkmust visit,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.7783}",0.7783,1
hot dirty positive hawker shelter unless motel try another location,"{'neg': 0.2, 'neu': 0.552, 'pos': 0.248, 'compound': 0.1779}",0.1779,1
bali amaze would definitely recommend anyone travel people food wonderful price affordable,"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.9081}",0.9081,1
love stay seminyak area clean shopping interest pub lively place loads resturants serve mostly international cuisine,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.9153}",0.9153,1
beautiful horizon sunset wave morn u strong recommend swimming surfer excellent,"{'neg': 0.0, 'neu': 0.309, 'pos': 0.691, 'compound': 0.9246}",0.9246,1
busy rather dirty full umbrella far many people motorbike exactly expect travel throughout asia certainly dont visit seminyak expect great,"{'neg': 0.11, 'neu': 0.644, 'pos': 0.246, 'compound': 0.5574}",0.5574,1
nice sunset view location great visit many restaurant along great enjoyment,"{'neg': 0.0, 'neu': 0.324, 'pos': 0.676, 'compound': 0.9393}",0.9393,1
isnt idillic youll ever see day like others nothing special sunset top location absolutely amaze sit beanbag incredible watch sunset,"{'neg': 0.147, 'neu': 0.612, 'pos': 0.241, 'compound': 0.5335}",0.5335,1
spent two night seminyak close beachif see sunset really wonderful see perfect,"{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.8384}",0.8384,1
bit disappointed there lack sunbeds outlet water also really choppy recommend swimming there often red flag legian canggu well chilling,"{'neg': 0.246, 'neu': 0.569, 'pos': 0.185, 'compound': -0.1585}",-0.1585,0
awesome really helpful local ensure pamper right place want surf right place also win win,"{'neg': 0.0, 'neu': 0.322, 'pos': 0.678, 'compound': 0.9581}",0.9581,1
clean lot wave surfer surfboard rental also available overall good afternoon relax,"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.8176}",0.8176,1
great walk jog sturdy sand lot space small wave dont seem good swimming ok dip water get hot many nice shell pick many chair pay restaurant amaze sunset,"{'neg': 0.099, 'neu': 0.573, 'pos': 0.328, 'compound': 0.8688}",0.8688,1
idea anymore wich beach fine stay seminyak every bit different good love manu house,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.836}",0.836,1
highly recommended great without crowd wave tide strong though stay aware,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.868}",0.868,1
side bali island well know kite surf surf generally due high wave strong windthe water clear sand dark like mud,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.8591}",0.8591,1
probaly would want competant swimmer take dip also make sure injection imunisations date water look pretty dirtynot hectik kuta though many hawker harrsssing buy junk either,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7003}",0.7003,1
great perfect long walk even runsthe time visit sea perfect fir surfer due wave probably good fir swimmersthis popular people watch sunset wow amazingthere number bar hotel choose wish sit drink sun go downit get busy,"{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.975}",0.975,1
great mainly use surfer wave large time seem kept cleanthere lot great bar watch sunset downside hawker try sell stuff would take answer manage go horse rid great long wide lot room,"{'neg': 0.047, 'neu': 0.662, 'pos': 0.291, 'compound': 0.9062}",0.9062,1
nice bar restaurant along beachnice place dinner watch sunsetnot rowdy dirty kuta legin,"{'neg': 0.174, 'neu': 0.659, 'pos': 0.168, 'compound': -0.0258}",-0.0258,0
walked hotel first look bali seas high quiet easy walk ku deta petinget back,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.4404,1
really beautiful water rough big wave consequently attract mostly surfer nice lounger chairs rent people watch,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.8588}",0.8588,1
sat frank bar many bintangsdinner next door hut watch sunset wonderful experience meet many new friend,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7845}",0.7845,1
go walk along grey sand heavy sea time year clean shell worthy return great view distance,"{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.872}",0.872,1
seminyak might comparatively quieter option among one stretch include kuta double six still get pretty crowded reason could fact fantastic wave seek surf let enjoy one majestic sunset region array bar restaurant face sea get enough place sit beanbag gulp beer delicious starter enjoy sunset people restaurant play music get bit buzzy,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.9601}",0.9601,1
go view sunset last evening bali didnt disappointlots people didnt feel crowd,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1
amaze sunset best place drink food whilst listen music later night either dj play live band,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.8779}",0.8779,1
stay near double six pretty clean compare kuta best swim indian ocean watch sunset course coconut water,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.8779}",0.8779,1
seminyak dry season clean compare go january rubbish time go none make effort go sunset pull beanbag soak sun beer sunset even saw lot people swim,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4019}",0.4019,1
last trip 3 year ago remember ocean really dirty look great happily grab surf lesson sit watch incredible sunset one bar,"{'neg': 0.113, 'neu': 0.604, 'pos': 0.283, 'compound': 0.6976}",0.6976,1
wish know would cost rent sun bed every day wouldve plan accordingly average price people say 200000 havent pay 100000 two find outside capil best spot come later day guy give cheap price rest rent sunbed use toilet inside restaurant well also learn surf guy right laugh stood first time lot surfer area suitable swimmer along section wouldnt recommend weak swimmer young childrenthere heap plastic rubbish along length sad see spent time day clean,"{'neg': 0.058, 'neu': 0.729, 'pos': 0.213, 'compound': 0.9151}",0.9151,1
nice walk smooth white sand nice sunset dot luxury resort however end legian double six smelly sewage hard cross walk back,"{'neg': 0.056, 'neu': 0.72, 'pos': 0.224, 'compound': 0.6369}",0.6369,1
perfect place enjoy sun sand weather go even 10 minute walk hotel nice long stroll clean well kept sunset must watch visitor bali shack nice u try la plancha food music,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.946}",0.946,1
west australia go always ask dont clean view breathtaking people nice needs government get right equipment clean every day dump rubbish ocean dont look fix question fro 20 year,"{'neg': 0.264, 'neu': 0.659, 'pos': 0.077, 'compound': -0.7}",-0.7,0
local touristbali fav place escape hectic life jakarta prefer stay near rush visit many place seminyak fav spend time enjoy sunset magical view see sun set red golden sky,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.872}",0.872,1
great surfer good swimmer find polluted walk include step dirty nappy idillic could,"{'neg': 0.269, 'neu': 0.411, 'pos': 0.32, 'compound': 0.2732}",0.2732,1
overly crowd beautiful beachfront clean great place hangout friends alone,"{'neg': 0.096, 'neu': 0.24, 'pos': 0.663, 'compound': 0.9153}",0.9153,1
one beautiful sunset see bali seminyak like enjoy sunset cocktail hand plenty bar comfy bean bag atmosphere great although crowded popular spot bali prepare come bit earlier nice day well typical white sand blue water kind practice surf lunch watch huge wave,"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9823}",0.9823,1
seminyak clean safe water clear warm sand darker white sand australia lot restaurant line along beach many band music play family friendly many hustler,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9287}",0.9287,1
family 2 adult 2 kid visit usa love beautiful sandy walk distance everything great wave blast,"{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.9217}",0.9217,1
family 25yo toddler ok lounge around good child part close fancy hotel manicure otherwise rubbish others,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.6249}",0.6249,1
perhaps bit spoilt find bit disappointing harsh black sand lot people,"{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.7269}",-0.7269,0
average lots pubsrestuarants beauty sea like sandy time spend,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.743}",0.743,1
nice place relax white sand great sunset watch water current high advisable go swim saw 3 people drown sea life guard save take care kid let go un attend sea overall good place,"{'neg': 0.077, 'neu': 0.523, 'pos': 0.4, 'compound': 0.9371}",0.9371,1
beautiful clean good place surf lot bar good beer cocktail vibrant umbrella,"{'neg': 0.0, 'neu': 0.307, 'pos': 0.693, 'compound': 0.9413}",0.9413,1
grab bean bag enjoy sunset relaxed perfect walk along great surf lot place eat drink,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.9349}",0.9349,1
beautiful busy lot great bar offer nice relaxed vibe sunset beer cocktail,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.9325}",0.9325,1
come bali 35 year today cleanest ever see walk temple near laluciola jl melasti clean congratulation staff job well doneterima kasih,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.8271}",0.8271,1
seminyak ok nothing great fair amount rubbish try cover take tractor think day wear come surface load nice bar restaurant front nice relax drink food,"{'neg': 0.15, 'neu': 0.544, 'pos': 0.306, 'compound': 0.6645}",0.6645,1
seminyak lot bar restaurant along nice hang around relax clean good surfing,"{'neg': 0.0, 'neu': 0.415, 'pos': 0.585, 'compound': 0.8834}",0.8834,1
good option enjoy nice view sunset suitable come early sunset sandy nice area,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.8934}",0.8934,1
third time part bali cleanest beach ever nice dodge rubbish morning stroll,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.4215,1
busy bar restaurant along front great menu although busy buzz plenty bed hire sunset also beautiful,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.8402}",0.8402,1
stay oberoi right seminyak clean nice watch sunset beautiful serene kude ta potato head highlight,"{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.93}",0.93,1
take time stroll around village good eating place thereloved greek restaurant main drag,"{'neg': 0.12, 'neu': 0.696, 'pos': 0.184, 'compound': 0.25}",0.25,1
never see wave like bali like lovely walk along watch surfer,"{'neg': 0.263, 'neu': 0.499, 'pos': 0.237, 'compound': 0.1481}",0.1481,1
seminyak typical tourist slightly quieter kuta happily spend day rent sunbeds check bar along definitely caters budget get extremely busy time especially around sunset time sunset beautiful mention pervious post rubbish issue,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.8731}",0.8731,1
love great surf great people great food want sit watch world go place top awesome sunset wont go wrong,"{'neg': 0.0, 'neu': 0.295, 'pos': 0.705, 'compound': 0.9782}",0.9782,1
nice sunsetsgreat people foodbeach nice family surfersvery close hotelso walk easy,"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.8176}",0.8176,1
find dirty enjoyable experience beach outside resort appear tidier,"{'neg': 0.227, 'neu': 0.547, 'pos': 0.227, 'compound': 0.0}",0.0,1
centrally locate bali ok youd like watch sunset however quite crowd mostly australians holiday would able spend much time water since seabed really grainy even get grazed couple pretty big stone waterone advantage situate right opposite ku de ta club swim relax watch sunset drink eat couple hour,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.926}",0.926,1
long coastline walk along area wave others unfortunately bite plastic litter welllots people find quiet zonesyou easily find chairs parasol rentrestaurants nearby,"{'neg': 0.097, 'neu': 0.806, 'pos': 0.097, 'compound': 0.0}",0.0,1
great sit soak ray atmosphere watch kite fly people watch close shopping centre great eatery good walk along double six even kuta,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.9022}",0.9022,1
great especially wavesbut really need look afteri pick broken glass 2 occasion amount plastic waste come shore sorry sight apart one family saw pick litter see effort generallyits u problem need take collective responsibility,"{'neg': 0.241, 'neu': 0.659, 'pos': 0.1, 'compound': -0.5859}",-0.5859,0
massive give best everything area around bar tend busy walk along find quiet area clean wave good without dangerous,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.9072}",0.9072,1
clean good long view nice fine sand swim really possible rough strong rip splash around wave though,"{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.9147}",0.9147,1
spend good time child 5 year play much sand outlet good clean matter much play sand never get home sand doesnt stick long,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.9081}",0.9081,1
really quite nice place visit id recommend get hour sunset find bean bag one bar order drink appetiser watch sunsetits nice vibe bar either play balearic beat live acoustic musician go onit get busy nicely chill enjoyable way watch sunsetthere lots vendor walk past try sell trinket arent pushy gentle wave send someone elseplenty place around food drink,"{'neg': 0.034, 'neu': 0.698, 'pos': 0.269, 'compound': 0.9418}",0.9418,1
busy vibe greatlots see try stay close walk lot cool bar along,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",0.3182,1
didnt find much enjoy seminyak murky water rubbish everywhere crowds people wander around take picture say water rubbishtheres club along way serve food drink sit bean bag face water might well view good,"{'neg': 0.07, 'neu': 0.797, 'pos': 0.133, 'compound': 0.3339}",0.3339,1
nice clean many option light lunch beer restaurant clean toilet family day good bargain sun bed even book hr dont pay initial ask pricelife guard duty watch sea strong current,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.9382}",0.9382,1
youre surf still learn catch good wave might interest place youre look white sand crystal blue ocean seminyak wont amazing nice sunset though,"{'neg': 0.178, 'neu': 0.627, 'pos': 0.195, 'compound': 0.127}",0.127,1
would nicer hawker leave alone tend hound relentlessly maybe thats part bali dont enjoy,"{'neg': 0.311, 'neu': 0.534, 'pos': 0.155, 'compound': -0.233}",-0.233,0
lovely sandy however stray dog roam free along business sand careful youre walk pack around 6pm sunset go walk around 630ish marge amount litter people leave behind tourist local people seem thing ok leave bottle plastic lie around tide come wash sea disappoint expect beautiful sunset shame people couldnt bit help keep tidy,"{'neg': 0.153, 'neu': 0.63, 'pos': 0.217, 'compound': 0.7463}",0.7463,1
seminyak busy lot look beautiful swim although others surf see rip careful lot go great place grab drink one restaurantbars watch sunset black sand little pollute,"{'neg': 0.087, 'neu': 0.636, 'pos': 0.277, 'compound': 0.7645}",0.7645,1
love seminyak beachwaves huge need careful sensible great walk along breakfast evening always quite lot go well sure wet season though,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.9419}",0.9419,1
truly charming place people friendly bar great health food shop amaze highly recommend age,"{'neg': 0.0, 'neu': 0.283, 'pos': 0.717, 'compound': 0.9652}",0.9652,1
might impress crowded clean especially visit beach bali,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.6808}",0.6808,1
go forever clean sea warm wavey strong even surf throughout visit strong currant alsoprice sunbeds vary along many place get onto roadthe isnt crowd term people sit always hundred people walk along,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8807}",0.8807,1
part long strip isnt develop even road full brand shop nobody need come across one club break drink tourist sit smartphone take selfies star creepy funny time pay lot money fly thousand mile end one club smartphones feel boring drink leave seminyak overdressed tourist forget shop home believe brand stuff cheap along like canal smelly nice,"{'neg': 0.106, 'neu': 0.766, 'pos': 0.128, 'compound': 0.5267}",0.5267,1
seminal clean people sell goody lovely take answervisit kite make bracket necklace suit yousecurity guard friend along balinese people always smilingbeautiful sunset see,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.8658}",0.8658,1
lounger pretty expensive 300000 5 hour prepare haggle start around 600000 turtle come ashore near u make day prepare hassle day seller generally one tell 5 min previous,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4939}",0.4939,1
really enjoyed ku de ta end really love ku de ta facility would definitely go back,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.8953}",0.8953,1
clean beside kuta square alot din area activity good wave surf able rent surf board,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.6808}",0.6808,1
nicw unless nusa dua white sand black sand great place learn surf locate near market area best time visit early morning 830,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.8519}",0.8519,1
lovely lots lounge hire plenty great little bar lowe cost eats drink becareful surf get big rough nice spot watch sunset beer cocktail,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.8984}",0.8984,1
great place get away bustle cold beer watch sunset crowd compare kuta lot place get cold drink good price many type food available also good price easy enough walk many hotel cheap taxi ride,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.9153}",0.9153,1
beautiful sunset friendly localswe stay breeze resort spa short walk distance seminyak lovely walk along wasnt entice swim husband tick bucket list item learn surfingyou hire shade deck chair 50000idr depend negotiate skill could couple hour whole day depend demand wellgreat long walk stop refreshment plenty place along way,"{'neg': 0.063, 'neu': 0.751, 'pos': 0.186, 'compound': 0.8481}",0.8481,1
great walk along u windy make pleasant venture dip come stink may something sewage system near many hotel restaurant stop drink meal,"{'neg': 0.167, 'neu': 0.58, 'pos': 0.253, 'compound': 0.5423}",0.5423,1
come bali business year one trip highlight blissful moment walk seminyak although sand white volcanic black black beach bali enjoy short motor bike ride park walk 45 minute towards batu belig dine warung pantai superb reasonably price restaurant enjoy sunset usually order grill mahi mahi salad steam rice vegetable spring roll fresh squeeze lime juice great cup bali coffee head back night towards legian night people cool night light venue pretty authority resident really clean lot year witness little litter spite fact day people abundance walk different time see hoard sunbather day resident expat walk dog child play oldie walk local balinese family people make offering people yoga bride groom photo shoot horseback wavesyou see much walk depend time day sea also different beautysometimes calm blue even navy blue golden reflection sunset spray roll wave catch beautiful sundown ray,"{'neg': 0.032, 'neu': 0.723, 'pos': 0.244, 'compound': 0.9873}",0.9873,1
seminyak along anantara stretch quieter less crowded walk mile wave kiss foot wind blow much bother people peddle ware,"{'neg': 0.108, 'neu': 0.766, 'pos': 0.126, 'compound': 0.1027}",0.1027,1
seminyak probably one best ever see mile golden sand clear blue waterit seem quite popular surf board saw people lessonsthere quite lot club spread along serve food drink eat drink relax club name escape potato head bean bag parasols small swim pool childrens area din area place chill hard leavethe sunset beautiful,"{'neg': 0.022, 'neu': 0.695, 'pos': 0.284, 'compound': 0.9516}",0.9516,1
walk everyday bali visit early morning less crowded sunset great time visit share cocktail,"{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.7216}",0.7216,1
bali favorite place earth im feeling happy relax take time great holiday,"{'neg': 0.0, 'neu': 0.251, 'pos': 0.749, 'compound': 0.9509}",0.9509,1
like food much waitress kartika nice really good indonesian food,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.8173}",0.8173,1
try hard ignore plastic bag rubbish pollution there much local dont seem care shameapart good place there bar africa legian area overall good spot wish local govt would clean,"{'neg': 0.164, 'neu': 0.554, 'pos': 0.282, 'compound': 0.688}",0.688,1
great wave huge pull sea though really careful young child cheap rental sun lounger surf board one warn buy anything one seller fix one there plenty little stall wise leave alone felt quite harassed one point get sea hide lol,"{'neg': 0.191, 'neu': 0.533, 'pos': 0.275, 'compound': 0.6786}",0.6786,1
little cafe 20 min walk think name canteen wifi password clean canteen restaurant small wooden seat area cafe lady run tawain stole u charge 3 time actualpriceworst place seminyak avoid youl rob cafe within street upload,"{'neg': 0.147, 'neu': 0.785, 'pos': 0.068, 'compound': -0.4767}",-0.4767,0
two stream pour fetid bile onto make think twice go swim rubbish plastic drop ignored hotel staff sweep fallen leave plastic chaos reign metres door change come tourist fly bali powerful demand change,"{'neg': 0.316, 'neu': 0.618, 'pos': 0.067, 'compound': -0.8176}",-0.8176,0
visit bali find water clean usual user friendly family surfer young child use surf morning walk run along,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.7096}",0.7096,1
unfortunately volcanic ash terrible dirt flow tiny little streams building site ocean ocean clean happen put toe think water look clean view high hotel room see pollution surf dangerous huge current,"{'neg': 0.258, 'neu': 0.562, 'pos': 0.18, 'compound': -0.5106}",-0.5106,0
world stun view clean great selection sun bed also reasonably price visit bali simply fact love moment found,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.9001}",0.9001,1
always least trip visit late afternoon walk generally tide less busy kid love look hermit crab splash shallowsthis trip cleaner weve ever see get watch beautiful wed plenty place grab beanbag drink meal,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.8603}",0.8603,1
water clear weather beautiful many fish crab water pool delight relax,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.9231}",0.9231,1
someone chennai wasnt something write home pretty small short walk sea become dirty didnt seem like place offshore activity place bali ok relax sit sand quite frankly find nothing interest good bad way,"{'neg': 0.215, 'neu': 0.543, 'pos': 0.242, 'compound': 0.308}",0.308,1
