nama,tgl_ulasan,ulasan,ulasan_emoji,ulasan_emot,ulasan_fold,ulasan_punct,ulasan_stop,ulasan_freq,ulasan_rare,ulasan_stem,review,scores,compound,sentiment
Ashan1991,Jun-15,I liked easy take off fun wall .too many people in the water disliked the dogs every where but that's life,I liked easy take off fun wall .too many people in the water disliked the dogs every where but that's life,I liked easy take off fun wall .too many people in the water disliked the dogs every where but that's life,i liked easy take off fun wall .too many people in the water disliked the dogs every where but that's life,i liked easy take off fun wall too many people in the water disliked the dogs every where but thats life,liked easy take fun wall many people water disliked dogs every thats life,liked easy take fun wall many people water disliked dogs every thats life,liked easy take fun wall many people water disliked dogs every thats life,like easi take fun wall mani peopl water dislik dog everi that life,liked easy take fun wall many people water dislike dog every thats life,"{'neg': 0.126, 'neu': 0.437, 'pos': 0.437, 'compound': 0.7506}",0.7506,1
Sherry G,Aug-14,"Great hip beach. Excellent eats, nice sandy beaches with opportunity to rent surf boards. Try the young cocnuts; refreshing and cheap.","Great hip beach. Excellent eats, nice sandy beaches with opportunity to rent surf boards. Try the young cocnuts; refreshing and cheap.","Great hip beach. Excellent eats, nice sandy beaches with opportunity to rent surf boards. Try the young cocnuts; refreshing and cheap.","great hip beach. excellent eats, nice sandy beaches with opportunity to rent surf boards. try the young cocnuts; refreshing and cheap.",great hip beach excellent eats nice sandy beaches with opportunity to rent surf boards try the young cocnuts refreshing and cheap,great hip beach excellent eats nice sandy beaches opportunity rent surf boards try young cocnuts refreshing cheap,hip excellent eats sandy beaches opportunity rent boards try young cocnuts refreshing cheap,hip excellent eats sandy beaches opportunity rent boards try young cocnuts refreshing cheap,hip excel eat sandi beach opportun rent board tri young cocnut refresh cheap,hip excellent eat sandy beach opportunity rent board try young cocnuts refresh cheap,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.7579}",0.7579,1
chris cat,Apr-15,"Very beautiful, very clean. Mostly a locals spot which is what i loved about it. Cheap rentals if you don't need the nightlife and bars and such. About a 20 minute scooter ride from Kuta. Great surfing but there can be a mean undertow so be careful. Take a local guide - they are cheap and very knowledgeable.","Very beautiful, very clean. Mostly a locals spot which is what i loved about it. Cheap rentals if you don't need the nightlife and bars and such. About a 20 minute scooter ride from Kuta. Great surfing but there can be a mean undertow so be careful. Take a local guide - they are cheap and very knowledgeable.","Very beautiful, very clean. Mostly a locals spot which is what i loved about it. Cheap rentals if you don't need the nightlife and bars and such. About a 20 minute scooter ride from Kuta. Great surfing but there can be a mean undertow so be careful. Take a local guide - they are cheap and very knowledgeable.","very beautiful, very clean. mostly a locals spot which is what i loved about it. cheap rentals if you don't need the nightlife and bars and such. about a 20 minute scooter ride from kuta. great surfing but there can be a mean undertow so be careful. take a local guide - they are cheap and very knowledgeable.",very beautiful very clean mostly a locals spot which is what i loved about it cheap rentals if you dont need the nightlife and bars and such about a 20 minute scooter ride from kuta great surfing but there can be a mean undertow so be careful take a local guide  they are cheap and very knowledgeable,beautiful clean mostly locals spot loved cheap rentals dont need nightlife bars 20 minute scooter ride kuta great surfing mean undertow careful take local guide cheap knowledgeable,beautiful clean mostly locals spot loved cheap rentals dont need nightlife bars 20 minute scooter ride kuta mean undertow careful take local guide cheap knowledgeable,beautiful clean mostly locals spot loved cheap rentals dont need nightlife bars 20 minute scooter ride kuta mean undertow careful take local guide cheap knowledgeable,beauti clean mostli local spot love cheap rental dont need nightlif bar 20 minut scooter ride kuta mean undertow care take local guid cheap knowledg,beautiful clean mostly locals spot love cheap rental dont need nightlife bar 20 minute scooter ride kuta mean undertow careful take local guide cheap knowledgeable,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.9081}",0.9081,1
Mici0303,Jun-15,"This beach is settled only 30 minutes drive from crowded Kuta and is a good place for relaxed days at the beach or even for catching some good waves. There are enough spots where you can rent a surf or hire a ""surf instructor"", there are some bars and places where you can get a snack.  Along the Canggu beach you can find several good places to stay, villas and other accomodation fascilities with swimming pools, even walking distance from the ocean. ","This beach is settled only 30 minutes drive from crowded Kuta and is a good place for relaxed days at the beach or even for catching some good waves. There are enough spots where you can rent a surf or hire a ""surf instructor"", there are some bars and places where you can get a snack.  Along the Canggu beach you can find several good places to stay, villas and other accomodation fascilities with swimming pools, even walking distance from the ocean. ","This beach is settled only 30 minutes drive from crowded Kuta and is a good place for relaxed days at the beach or even for catching some good waves. There are enough spots where you can rent a surf or hire a ""surf instructor"", there are some bars and places where you can get a snack.  Along the Canggu beach you can find several good places to stay, villas and other accomodation fascilities with swimming pools, even walking distance from the ocean. ","this beach is settled only 30 minutes drive from crowded kuta and is a good place for relaxed days at the beach or even for catching some good waves. there are enough spots where you can rent a surf or hire a ""surf instructor"", there are some bars and places where you can get a snack.  along the canggu beach you can find several good places to stay, villas and other accomodation fascilities with swimming pools, even walking distance from the ocean. ",this beach is settled only 30 minutes drive from crowded kuta and is a good place for relaxed days at the beach or even for catching some good waves there are enough spots where you can rent a surf or hire a surf instructor there are some bars and places where you can get a snack  along the canggu beach you can find several good places to stay villas and other accomodation fascilities with swimming pools even walking distance from the ocean ,beach settled 30 minutes drive crowded kuta good place relaxed days beach even catching good waves enough spots rent surf hire surf instructor bars places get snack along canggu beach find several good places stay villas accomodation fascilities swimming pools even walking distance ocean,settled 30 minutes drive crowded kuta relaxed days even catching enough spots rent hire instructor bars places get snack along find several places stay villas accomodation fascilities swimming pools even walking distance ocean,settled 30 minutes drive crowded kuta relaxed days even catching enough spots rent hire instructor bars places get snack along find several places stay villas accomodation fascilities swimming pools even walking distance ocean,settl 30 minut drive crowd kuta relax day even catch enough spot rent hire instructor bar place get snack along find sever place stay villa accomod fascil swim pool even walk distanc ocean,settle 30 minute drive crowd kuta relaxed day even catch enough spots rent hire instructor bar place get snack along find several place stay villas accomodation fascilities swim pool even walk distance ocean,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4939}",0.4939,1
Max274967,Jul-15,"It's nice to go a bit further north to Canggu for some hassle free waves and a much nicer environment than the beaches further south. There is also a great market set up on a Sunday where there is a bar and a restaurant, all in all it is a lovely chill out place!","It's nice to go a bit further north to Canggu for some hassle free waves and a much nicer environment than the beaches further south. There is also a great market set up on a Sunday where there is a bar and a restaurant, all in all it is a lovely chill out place!","It's nice to go a bit further north to Canggu for some hassle free waves and a much nicer environment than the beaches further south. There is also a great market set up on a Sunday where there is a bar and a restaurant, all in all it is a lovely chill out place!","it's nice to go a bit further north to canggu for some hassle free waves and a much nicer environment than the beaches further south. there is also a great market set up on a sunday where there is a bar and a restaurant, all in all it is a lovely chill out place!",its nice to go a bit further north to canggu for some hassle free waves and a much nicer environment than the beaches further south there is also a great market set up on a sunday where there is a bar and a restaurant all in all it is a lovely chill out place,nice go bit north canggu hassle free waves much nicer environment beaches south also great market set sunday bar restaurant lovely chill place,go bit north hassle free much nicer environment beaches south also market set sunday bar restaurant lovely chill,go bit north hassle free much nicer environment beaches south also market set sunday bar restaurant lovely chill,go bit north hassl free much nicer environ beach south also market set sunday bar restaur love chill,go bit north hassle free much nicer environment beach south also market set sunday bar restaurant lovely chill,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.875}",0.875,1
10connie1964,Jul-15,"The boys enjoyed surfing. There are quite a few options of restaurants, to beach side BBQ restaurants to cafesSpa treatments & surf shops","The boys enjoyed surfing. There are quite a few options of restaurants, to beach side BBQ restaurants to cafesSpa treatments & surf shops","The boys enjoyed surfing. There are quite a few options of restaurants, to beach side BBQ restaurants to cafesSpa treatments & surf shops","the boys enjoyed surfing. there are quite a few options of restaurants, to beach side bbq restaurants to cafesspa treatments & surf shops",the boys enjoyed surfing there are quite a few options of restaurants to beach side bbq restaurants to cafesspa treatments  surf shops,boys enjoyed surfing quite options restaurants beach side bbq restaurants cafesspa treatments surf shops,boys enjoyed quite options restaurants side bbq restaurants cafesspa treatments shops,boys enjoyed quite options restaurants side bbq restaurants cafesspa treatments shops,boy enjoy quit option restaur side bbq restaur cafesspa treatment shop,boy enjoy quite option restaurant side bbq restaurant cafesspa treatment shop,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}",0.4939,1
Christopher555,Dec-14,We happened to be staying in Canggu because of a yoga training so we had to see Canggu beach. It is quite dirty and has large waves. Nothing spectacular. I wouldn't recommend driving a far distance to see this beach. At best it is an average beach,We happened to be staying in Canggu because of a yoga training so we had to see Canggu beach. It is quite dirty and has large waves. Nothing spectacular. I wouldn't recommend driving a far distance to see this beach. At best it is an average beach,We happened to be staying in Canggu because of a yoga training so we had to see Canggu beach. It is quite dirty and has large waves. Nothing spectacular. I wouldn't recommend driving a far distance to see this beach. At best it is an average beach,we happened to be staying in canggu because of a yoga training so we had to see canggu beach. it is quite dirty and has large waves. nothing spectacular. i wouldn't recommend driving a far distance to see this beach. at best it is an average beach,we happened to be staying in canggu because of a yoga training so we had to see canggu beach it is quite dirty and has large waves nothing spectacular i wouldnt recommend driving a far distance to see this beach at best it is an average beach,happened staying canggu yoga training see canggu beach quite dirty large waves nothing spectacular wouldnt recommend driving far distance see beach best average beach,happened staying yoga training see quite dirty large nothing spectacular wouldnt recommend driving far distance see best average,happened staying yoga training see quite dirty large nothing spectacular wouldnt recommend driving far distance see best average,happen stay yoga train see quit dirti larg noth spectacular wouldnt recommend drive far distanc see best averag,happen stay yoga training see quite dirty large nothing spectacular wouldnt recommend drive far distance see best average,"{'neg': 0.132, 'neu': 0.619, 'pos': 0.249, 'compound': 0.4269}",0.4269,1
bondibubble,Jun-15,I'd sadly stay away from the beach. It's polluted and the surf is not good. It's much better to stay at your villa and enjoy the pool.,I'd sadly stay away from the beach. It's polluted and the surf is not good. It's much better to stay at your villa and enjoy the pool.,I'd sadly stay away from the beach. It's polluted and the surf is not good. It's much better to stay at your villa and enjoy the pool.,i'd sadly stay away from the beach. it's polluted and the surf is not good. it's much better to stay at your villa and enjoy the pool.,id sadly stay away from the beach its polluted and the surf is not good its much better to stay at your villa and enjoy the pool,id sadly stay away beach polluted surf good much better stay villa enjoy pool,id sadly stay away polluted much better stay villa enjoy pool,id sadly stay away polluted much better stay villa enjoy pool,id sadli stay away pollut much better stay villa enjoy pool,id sadly stay away pollute much well stay villa enjoy pool,"{'neg': 0.332, 'neu': 0.38, 'pos': 0.288, 'compound': -0.2023}",-0.2023,0
Brian K,May-15,"Canggu's a great place to come for surfing and hanging out, especially at Old Mans bar which has a great vibe and has happy hour from 5-6 everyday. The beach itself is pretty dirty, there's lots of rubbish and dogs everywhere who all use the beach as their toilet so sunbath here at your own risk! There are also lots of good places to eat in the area, especially Betelnut Cafe. Definitely worth a visit for a few days.","Canggu's a great place to come for surfing and hanging out, especially at Old Mans bar which has a great vibe and has happy hour from 5-6 everyday. The beach itself is pretty dirty, there's lots of rubbish and dogs everywhere who all use the beach as their toilet so sunbath here at your own risk! There are also lots of good places to eat in the area, especially Betelnut Cafe. Definitely worth a visit for a few days.","Canggu's a great place to come for surfing and hanging out, especially at Old Mans bar which has a great vibe and has happy hour from 5-6 everyday. The beach itself is pretty dirty, there's lots of rubbish and dogs everywhere who all use the beach as their toilet so sunbath here at your own risk! There are also lots of good places to eat in the area, especially Betelnut Cafe. Definitely worth a visit for a few days.","canggu's a great place to come for surfing and hanging out, especially at old mans bar which has a great vibe and has happy hour from 5-6 everyday. the beach itself is pretty dirty, there's lots of rubbish and dogs everywhere who all use the beach as their toilet so sunbath here at your own risk! there are also lots of good places to eat in the area, especially betelnut cafe. definitely worth a visit for a few days.",canggus a great place to come for surfing and hanging out especially at old mans bar which has a great vibe and has happy hour from 56 everyday the beach itself is pretty dirty theres lots of rubbish and dogs everywhere who all use the beach as their toilet so sunbath here at your own risk there are also lots of good places to eat in the area especially betelnut cafe definitely worth a visit for a few days,canggus great place come surfing hanging especially old mans bar great vibe happy hour 56 everyday beach pretty dirty theres lots rubbish dogs everywhere use beach toilet sunbath risk also lots good places eat area especially betelnut cafe definitely worth visit days,canggus come hanging especially old mans bar vibe happy hour 56 everyday pretty dirty theres lots rubbish dogs everywhere use toilet sunbath risk also lots places eat area especially betelnut cafe definitely worth visit days,canggus come hanging especially old mans bar vibe happy hour 56 everyday pretty dirty theres lots rubbish dogs everywhere use toilet sunbath risk also lots places eat area especially betelnut cafe definitely worth visit days,canggu come hang especi old man bar vibe happi hour 56 everyday pretti dirti there lot rubbish dog everywher use toilet sunbath risk also lot place eat area especi betelnut cafe definit worth visit day,canggus come hang especially old man bar vibe happy hour 56 everyday pretty dirty there lot rubbish dog everywhere use toilet sunbath risk also lots place eat area especially betelnut cafe definitely worth visit day,"{'neg': 0.109, 'neu': 0.634, 'pos': 0.257, 'compound': 0.7759}",0.7759,1
Rai Hanah M,Jul-14,If you are looking to enjoy a quiet time by the beach and hates going to Kuta ... this is it.  Lots of small cafes that serves good food and the beach is not crowded.,If you are looking to enjoy a quiet time by the beach and hates going to Kuta ... this is it.  Lots of small cafes that serves good food and the beach is not crowded.,If you are looking to enjoy a quiet time by the beach and hates going to Kuta ... this is it.  Lots of small cafes that serves good food and the beach is not crowded.,if you are looking to enjoy a quiet time by the beach and hates going to kuta ... this is it.  lots of small cafes that serves good food and the beach is not crowded.,if you are looking to enjoy a quiet time by the beach and hates going to kuta  this is it  lots of small cafes that serves good food and the beach is not crowded,looking enjoy quiet time beach hates going kuta lots small cafes serves good food beach crowded,looking enjoy quiet time hates going kuta lots small cafes serves food crowded,looking enjoy quiet time hates going kuta lots small cafes serves food crowded,look enjoy quiet time hate go kuta lot small cafe serv food crowd,look enjoy quiet time hat go kuta lot small cafes serf food crowd,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}",0.4939,1
Natees,Jun-15,"Great surf beach,friendly locals and not too far out from the hustle and bustle in Kuta, well worth the drive/scooter out  to here, would even consider staying here next time in Bali and visiting other places from here.","Great surf beach,friendly locals and not too far out from the hustle and bustle in Kuta, well worth the drive/scooter out  to here, would even consider staying here next time in Bali and visiting other places from here.","Great surf beach,friendly locals and not too far out from the hustle and bustle in Kuta, well worth the drive/scooter out  to here, would even consider staying here next time in Bali and visiting other places from here.","great surf beach,friendly locals and not too far out from the hustle and bustle in kuta, well worth the drive/scooter out  to here, would even consider staying here next time in bali and visiting other places from here.",great surf beachfriendly locals and not too far out from the hustle and bustle in kuta well worth the drivescooter out  to here would even consider staying here next time in bali and visiting other places from here,great surf beachfriendly locals far hustle bustle kuta well worth drivescooter would even consider staying next time bali visiting places,beachfriendly locals far hustle bustle kuta well worth drivescooter would even consider staying next time bali visiting places,beachfriendly locals far hustle bustle kuta well worth drivescooter would even consider staying next time bali visiting places,beachfriendli local far hustl bustl kuta well worth drivescoot would even consid stay next time bali visit place,beachfriendly local far hustle bustle kuta well worth drivescooter would even consider stay next time bali visit place,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}",0.4588,1
John M,Jun-15, long open beach good for walks and a couple of beach breaks for surfing. Not for inexperienced swimmers - they are best with a cool drink watching the sunset, long open beach good for walks and a couple of beach breaks for surfing. Not for inexperienced swimmers - they are best with a cool drink watching the sunset, long open beach good for walks and a couple of beach breaks for surfing. Not for inexperienced swimmers - they are best with a cool drink watching the sunset, long open beach good for walks and a couple of beach breaks for surfing. not for inexperienced swimmers - they are best with a cool drink watching the sunset, long open beach good for walks and a couple of beach breaks for surfing not for inexperienced swimmers  they are best with a cool drink watching the sunset,long open beach good walks couple beach breaks surfing inexperienced swimmers best cool drink watching sunset,long open walks couple breaks inexperienced swimmers best cool drink watching sunset,long open walks couple breaks inexperienced swimmers best cool drink watching sunset,long open walk coupl break inexperienc swimmer best cool drink watch sunset,long open walk couple break inexperienced swimmer best cool drink watch sunset,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.7579}",0.7579,1
cherylmL457TW,Jun-15,surf beach was great very friendly locals with food on the beach You can enjoy a Bintang on the beach at sunset with all the locals,surf beach was great very friendly locals with food on the beach You can enjoy a Bintang on the beach at sunset with all the locals,surf beach was great very friendly locals with food on the beach You can enjoy a Bintang on the beach at sunset with all the locals,surf beach was great very friendly locals with food on the beach you can enjoy a bintang on the beach at sunset with all the locals,surf beach was great very friendly locals with food on the beach you can enjoy a bintang on the beach at sunset with all the locals,surf beach great friendly locals food beach enjoy bintang beach sunset locals,friendly locals food enjoy bintang sunset locals,friendly locals food enjoy bintang sunset locals,friendli local food enjoy bintang sunset local,friendly local food enjoy bintang sunset local,"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.7506}",0.7506,1
LinksProperty,Jun-15,"Amazing new water park. Clean and not busy, rides to ourselves. Access to the Club and all the facilities gym. Great day out","Amazing new water park. Clean and not busy, rides to ourselves. Access to the Club and all the facilities gym. Great day out","Amazing new water park. Clean and not busy, rides to ourselves. Access to the Club and all the facilities gym. Great day out","amazing new water park. clean and not busy, rides to ourselves. access to the club and all the facilities gym. great day out",amazing new water park clean and not busy rides to ourselves access to the club and all the facilities gym great day out,amazing new water park clean busy rides access club facilities gym great day,amazing new water park clean busy rides access club facilities gym day,amazing new water park clean busy rides access club facilities gym day,amaz new water park clean busi ride access club facil gym day,amaze new water park clean busy ride access club facility gym day,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.7351}",0.7351,1
Papillonul,Jun-15,"First contact with a beach in Bali and it was a surfer's beach. Just my luck. So you can go at Batu Bolong Beach for a walk, tan, surf, chillax, but not for a swim that's for sure. I tried 2 times and got hit to the sand by the waves. It's also a bit dirty and not very crowded (in May that is)","First contact with a beach in Bali and it was a surfer's beach. Just my luck. So you can go at Batu Bolong Beach for a walk, tan, surf, chillax, but not for a swim that's for sure. I tried 2 times and got hit to the sand by the waves. It's also a bit dirty and not very crowded (in May that is)","First contact with a beach in Bali and it was a surfer's beach. Just my luck. So you can go at Batu Bolong Beach for a walk, tan, surf, chillax, but not for a swim that's for sure. I tried 2 times and got hit to the sand by the waves. It's also a bit dirty and not very crowded (in May that is","first contact with a beach in bali and it was a surfer's beach. just my luck. so you can go at batu bolong beach for a walk, tan, surf, chillax, but not for a swim that's for sure. i tried 2 times and got hit to the sand by the waves. it's also a bit dirty and not very crowded (in may that is",first contact with a beach in bali and it was a surfers beach just my luck so you can go at batu bolong beach for a walk tan surf chillax but not for a swim thats for sure i tried 2 times and got hit to the sand by the waves its also a bit dirty and not very crowded in may that is,first contact beach bali surfers beach luck go batu bolong beach walk tan surf chillax swim thats sure tried 2 times got hit sand waves also bit dirty crowded may,first contact bali surfers luck go batu bolong walk tan chillax swim thats sure tried 2 times got hit also bit dirty crowded may,first contact bali surfers luck go batu bolong walk tan chillax swim thats sure tried 2 times got hit also bit dirty crowded may,first contact bali surfer luck go batu bolong walk tan chillax swim that sure tri 2 time got hit also bit dirti crowd may,first contact bali surfer luck go batu bolong walk tan chillax swim thats sure try 2 time get hit also bite dirty crowd may,"{'neg': 0.103, 'neu': 0.709, 'pos': 0.188, 'compound': 0.34}",0.34,1
Hungry-mum,Jun-14,"This is a surfer paradise.I went in for a dip and got hacked about by massive waves, still finding sand in my ears and bikini days later!","This is a surfer paradise.I went in for a dip and got hacked about by massive waves, still finding sand in my ears and bikini days later!","This is a surfer paradise.I went in for a dip and got hacked about by massive waves, still finding sand in my ears and bikini days later!","this is a surfer paradise.i went in for a dip and got hacked about by massive waves, still finding sand in my ears and bikini days later!",this is a surfer paradisei went in for a dip and got hacked about by massive waves still finding sand in my ears and bikini days later,surfer paradisei went dip got hacked massive waves still finding sand ears bikini days later,surfer paradisei went dip got hacked massive still finding ears bikini days later,surfer paradisei went dip got hacked massive still finding ears bikini days later,surfer paradisei went dip got hack massiv still find ear bikini day later,surfer paradisei go dip get hacked massive still find ear bikini day later,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0
Raymondale,May-15,"Waves are big,not for swimming,but quiet beach,can sit there and stare the sea!also you can go to oter beach from here,like echo beach,nelayan beach etc.","Waves are big,not for swimming,but quiet beach,can sit there and stare the sea!also you can go to oter beach from here,like echo beach,nelayan beach etc.","Waves are big,not for swimming,but quiet beach,can sit there and stare the sea!also you can go to oter beach from here,like echo beach,nelayan beach etc.","waves are big,not for swimming,but quiet beach,can sit there and stare the sea!also you can go to oter beach from here,like echo beach,nelayan beach etc.",waves are bignot for swimmingbut quiet beachcan sit there and stare the seaalso you can go to oter beach from herelike echo beachnelayan beach etc,waves bignot swimmingbut quiet beachcan sit stare seaalso go oter beach herelike echo beachnelayan beach etc,bignot swimmingbut quiet beachcan sit stare seaalso go oter herelike echo beachnelayan etc,bignot swimmingbut quiet beachcan sit stare seaalso go oter herelike echo beachnelayan etc,bignot swimmingbut quiet beachcan sit stare seaalso go oter herelik echo beachnelayan etc,bignot swimmingbut quiet beachcan sit stare seaalso go oter herelike echo beachnelayan etc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
Darwinfoodie2014,May-15,Canggu is a haven for Surfing.  Lots of young people hanging out and riding waves.  Families playing on the beach and beautiful sunset.  Lots of local street food vendors and cold beers at Old Mans,Canggu is a haven for Surfing.  Lots of young people hanging out and riding waves.  Families playing on the beach and beautiful sunset.  Lots of local street food vendors and cold beers at Old Mans,Canggu is a haven for Surfing.  Lots of young people hanging out and riding waves.  Families playing on the beach and beautiful sunset.  Lots of local street food vendors and cold beers at Old Mans,canggu is a haven for surfing.  lots of young people hanging out and riding waves.  families playing on the beach and beautiful sunset.  lots of local street food vendors and cold beers at old mans,canggu is a haven for surfing  lots of young people hanging out and riding waves  families playing on the beach and beautiful sunset  lots of local street food vendors and cold beers at old mans,canggu surfing lots young people hanging riding waves families playing beach beautiful sunset lots local street food vendors cold beers old mans,lots young people hanging riding families playing beautiful sunset lots local street food vendors cold beers old mans,lots young people hanging riding families playing beautiful sunset lots local street food vendors cold beers old mans,lot young peopl hang ride famili play beauti sunset lot local street food vendor cold beer old man,lot young people hang rid family play beautiful sunset lot local street food vendor cold beer old man,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.743}",0.743,1
Lun2Travel,May-15,"We have been in past years but I think this will be our last trip to this place.  It's now very, very crowded, very dirty and the traffic makes it a nightmare.  We stayed less than a 100 metres from the beach in a lovely villa but we enjoyed our country stays a lot more.  Many sites say Canggu is well placed for shopping in Semiyak or Kuta but it's not - the road system is too crowded to get anywhere quickly or comfortably.  I'd suggest the country - Amed, Candi Desa, Lovina offer much better experiences than Canggu.","We have been in past years but I think this will be our last trip to this place.  It's now very, very crowded, very dirty and the traffic makes it a nightmare.  We stayed less than a 100 metres from the beach in a lovely villa but we enjoyed our country stays a lot more.  Many sites say Canggu is well placed for shopping in Semiyak or Kuta but it's not - the road system is too crowded to get anywhere quickly or comfortably.  I'd suggest the country - Amed, Candi Desa, Lovina offer much better experiences than Canggu.","We have been in past years but I think this will be our last trip to this place.  It's now very, very crowded, very dirty and the traffic makes it a nightmare.  We stayed less than a 100 metres from the beach in a lovely villa but we enjoyed our country stays a lot more.  Many sites say Canggu is well placed for shopping in Semiyak or Kuta but it's not - the road system is too crowded to get anywhere quickly or comfortably.  I'd suggest the country - Amed, Candi Desa, Lovina offer much better experiences than Canggu.","we have been in past years but i think this will be our last trip to this place.  it's now very, very crowded, very dirty and the traffic makes it a nightmare.  we stayed less than a 100 metres from the beach in a lovely villa but we enjoyed our country stays a lot more.  many sites say canggu is well placed for shopping in semiyak or kuta but it's not - the road system is too crowded to get anywhere quickly or comfortably.  i'd suggest the country - amed, candi desa, lovina offer much better experiences than canggu.",we have been in past years but i think this will be our last trip to this place  its now very very crowded very dirty and the traffic makes it a nightmare  we stayed less than a 100 metres from the beach in a lovely villa but we enjoyed our country stays a lot more  many sites say canggu is well placed for shopping in semiyak or kuta but its not  the road system is too crowded to get anywhere quickly or comfortably  id suggest the country  amed candi desa lovina offer much better experiences than canggu,past years think last trip place crowded dirty traffic makes nightmare stayed less 100 metres beach lovely villa enjoyed country stays lot many sites say canggu well placed shopping semiyak kuta road system crowded get anywhere quickly comfortably id suggest country amed candi desa lovina offer much better experiences canggu,past years think last trip crowded dirty traffic makes nightmare stayed less 100 metres lovely villa enjoyed country stays lot many sites say well placed shopping semiyak kuta road system crowded get anywhere quickly comfortably id suggest country amed candi desa lovina offer much better experiences,past years think last trip crowded dirty traffic makes nightmare stayed less 100 metres lovely villa enjoyed country stays lot many sites say well placed shopping semiyak kuta road system crowded get anywhere quickly comfortably id suggest country amed candi desa lovina offer much better experiences,past year think last trip crowd dirti traffic make nightmar stay less 100 metr love villa enjoy countri stay lot mani site say well place shop semiyak kuta road system crowd get anywher quickli comfort id suggest countri ame candi desa lovina offer much better experi,past year think last trip crowd dirty traffic make nightmare stayed less 100 metre lovely villa enjoyed country stay lot many site say well place shopping semiyak kuta road system crowd get anywhere quickly comfortably id suggest country amed candi desa lovina offer much good experience,"{'neg': 0.05, 'neu': 0.695, 'pos': 0.254, 'compound': 0.8942}",0.8942,1
Xavier G,May-15,"The sand is dark and the beach quite dirty. But perfect for beginner surfers. No long chairs going with bars, you must pay 60 000 rupies for 2h.","The sand is dark and the beach quite dirty. But perfect for beginner surfers. No long chairs going with bars, you must pay 60 000 rupies for 2h.","The sand is dark and the beach quite dirty. But perfect for beginner surfers. No long chairs going with bars, you must pay 60 000 rupies for 2h.","the sand is dark and the beach quite dirty. but perfect for beginner surfers. no long chairs going with bars, you must pay 60 000 rupies for 2h.",the sand is dark and the beach quite dirty but perfect for beginner surfers no long chairs going with bars you must pay 60 000 rupies for 2h,sand dark beach quite dirty perfect beginner surfers long chairs going bars must pay 60 000 rupies 2h,dark quite dirty perfect beginner surfers long chairs going bars must pay 60 000 rupies 2h,dark quite dirty perfect beginner surfers long chairs going bars must pay 60 000 rupies 2h,dark quit dirti perfect beginn surfer long chair go bar must pay 60 000 rupi 2h,dark quite dirty perfect beginner surfer long chair go bar must pay 60 000 rupies 2h,"{'neg': 0.213, 'neu': 0.603, 'pos': 0.184, 'compound': 0.099}",0.099,1
Firdaus Alip,Apr-15,"Amazing beach, amazing waves, amazing atmosphere (Old Man's). If you're walking on the rock pools, be sure to put on some form of footwear. I saw a small flower urchin (red and white bristles) while walking. O.o","Amazing beach, amazing waves, amazing atmosphere (Old Man's). If you're walking on the rock pools, be sure to put on some form of footwear. I saw a small flower urchin (red and white bristles) while walking. O.o","Amazing beach, amazing waves, amazing atmosphere (Old Man's. If you're walking on the rock pools, be sure to put on some form of footwear. I saw a small flower urchin (red and white bristles while walking. O.o","amazing beach, amazing waves, amazing atmosphere (old man's. if you're walking on the rock pools, be sure to put on some form of footwear. i saw a small flower urchin (red and white bristles while walking. o.o",amazing beach amazing waves amazing atmosphere old mans if youre walking on the rock pools be sure to put on some form of footwear i saw a small flower urchin red and white bristles while walking oo,amazing beach amazing waves amazing atmosphere old mans youre walking rock pools sure put form footwear saw small flower urchin red white bristles walking oo,amazing amazing amazing atmosphere old mans youre walking rock pools sure put form footwear saw small flower urchin red white bristles walking oo,amazing amazing amazing atmosphere old mans youre walking rock pools sure put form footwear saw small flower urchin red white bristles walking oo,amaz amaz amaz atmospher old man your walk rock pool sure put form footwear saw small flower urchin red white bristl walk oo,amaze amaze amaze atmosphere old man youre walk rock pool sure put form footwear saw small flower urchin red white bristle walk oo,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.9153}",0.9153,1
