nama,tgl_ulasan,ulasan,ulasan_emoji,ulasan_emot,ulasan_fold,ulasan_punct,ulasan_stop,ulasan_freq,ulasan_rare,ulasan_stem,review,scores,compound,sentiment
SavertFamily,16-Apr,"We stayed at the Double-Six hotel and loved this beach every day. It is simply stunning with very nice places to drink, eat and lounge.","We stayed at the Double-Six hotel and loved this beach every day. It is simply stunning with very nice places to drink, eat and lounge.","We stayed at the Double-Six hotel and loved this beach every day. It is simply stunning with very nice places to drink, eat and lounge.","we stayed at the double-six hotel and loved this beach every day. it is simply stunning with very nice places to drink, eat and lounge.",we stayed at the doublesix hotel and loved this beach every day it is simply stunning with very nice places to drink eat and lounge,stayed doublesix hotel loved beach every day simply stunning nice places drink eat lounge,stayed doublesix hotel loved every day simply stunning places drink eat lounge,stayed doublesix hotel loved every day simply stunning places drink eat lounge,stay doublesix hotel love everi day simpli stun place drink eat loung,stay doublesix hotel love every day simply stun place drink eat lounge,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,1
Timothy B,16-May,"Having traveled the world this beach is nothing that will take your breath away. One of the most crowded beaches in Bali and not known for its beauty.Ideal for beginner surfers to get their lessons. Not very peaceful as you will be approached by a storm of beach boys and other vendors trying to sell you their products and services. Better to go to Uluwatu, Nusa Dua, Amed, Gianyar, Canggu etc. ","Having traveled the world this beach is nothing that will take your breath away. One of the most crowded beaches in Bali and not known for its beauty.Ideal for beginner surfers to get their lessons. Not very peaceful as you will be approached by a storm of beach boys and other vendors trying to sell you their products and services. Better to go to Uluwatu, Nusa Dua, Amed, Gianyar, Canggu etc. ","Having traveled the world this beach is nothing that will take your breath away. One of the most crowded beaches in Bali and not known for its beauty.Ideal for beginner surfers to get their lessons. Not very peaceful as you will be approached by a storm of beach boys and other vendors trying to sell you their products and services. Better to go to Uluwatu, Nusa Dua, Amed, Gianyar, Canggu etc. ","having traveled the world this beach is nothing that will take your breath away. one of the most crowded beaches in bali and not known for its beauty.ideal for beginner surfers to get their lessons. not very peaceful as you will be approached by a storm of beach boys and other vendors trying to sell you their products and services. better to go to uluwatu, nusa dua, amed, gianyar, canggu etc. ",having traveled the world this beach is nothing that will take your breath away one of the most crowded beaches in bali and not known for its beautyideal for beginner surfers to get their lessons not very peaceful as you will be approached by a storm of beach boys and other vendors trying to sell you their products and services better to go to uluwatu nusa dua amed gianyar canggu etc ,traveled world beach nothing take breath away one crowded beaches bali known beautyideal beginner surfers get lessons peaceful approached storm beach boys vendors trying sell products services better go uluwatu nusa dua amed gianyar canggu etc,traveled world nothing take breath away one crowded beaches known beautyideal beginner surfers get lessons peaceful approached storm boys vendors trying sell products services better go uluwatu nusa dua amed gianyar canggu etc,traveled world nothing take breath away one crowded beaches known beautyideal beginner surfers get lessons peaceful approached storm boys vendors trying sell products services better go uluwatu nusa dua amed gianyar canggu etc,travel world noth take breath away one crowd beach known beautyid beginn surfer get lesson peac approach storm boy vendor tri sell product servic better go uluwatu nusa dua ame gianyar canggu etc,traveled world nothing take breath away one crowded beach know beautyideal beginner surfer get lesson peaceful approach storm boy vendor try sell product service well go uluwatu nusa dua amed gianyar canggu etc,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.6486}",0.6486,1
Claire N,16-Apr,"We still love a beer on the beach, we always sit at Aussies bar it's just fun.  We do our souvenir shopping for the kids while we have a beer, massage and buy our fruit.You have to be prepared to be swarmed by the hawkers and be able to get rid of those you don't want to buy from- my method is be really nice and have fun with them but be up front and let them know right away that you're not interested and if you tell them you are then you should buy it from them and not waste their time arguing over 50 cents.  We get the cheapest prices on the beach and the fruit is always fresh and fabulous. It's important to remember this is whats done on the beaches in Bali, you can't be rude to these guys this is just what they do.Its a fun place to meet other travelers and have a chat, share experiences and make plans.Always worth a sit down for a icey cold drink . :-)","We still love a beer on the beach, we always sit at Aussies bar it's just fun.  We do our souvenir shopping for the kids while we have a beer, massage and buy our fruit.You have to be prepared to be swarmed by the hawkers and be able to get rid of those you don't want to buy from- my method is be really nice and have fun with them but be up front and let them know right away that you're not interested and if you tell them you are then you should buy it from them and not waste their time arguing over 50 cents.  We get the cheapest prices on the beach and the fruit is always fresh and fabulous. It's important to remember this is whats done on the beaches in Bali, you can't be rude to these guys this is just what they do.Its a fun place to meet other travelers and have a chat, share experiences and make plans.Always worth a sit down for a icey cold drink . :-)","We still love a beer on the beach, we always sit at Aussies bar it's just fun.  We do our souvenir shopping for the kids while we have a beer, massage and buy our fruit.You have to be prepared to be swarmed by the hawkers and be able to get rid of those you don't want to buy from- my method is be really nice and have fun with them but be up front and let them know right away that you're not interested and if you tell them you are then you should buy it from them and not waste their time arguing over 50 cents.  We get the cheapest prices on the beach and the fruit is always fresh and fabulous. It's important to remember this is whats done on the beaches in Bali, you can't be rude to these guys this is just what they do.Its a fun place to meet other travelers and have a chat, share experiences and make plans.Always worth a sit down for a icey cold drink . ","we still love a beer on the beach, we always sit at aussies bar it's just fun.  we do our souvenir shopping for the kids while we have a beer, massage and buy our fruit.you have to be prepared to be swarmed by the hawkers and be able to get rid of those you don't want to buy from- my method is be really nice and have fun with them but be up front and let them know right away that you're not interested and if you tell them you are then you should buy it from them and not waste their time arguing over 50 cents.  we get the cheapest prices on the beach and the fruit is always fresh and fabulous. it's important to remember this is whats done on the beaches in bali, you can't be rude to these guys this is just what they do.its a fun place to meet other travelers and have a chat, share experiences and make plans.always worth a sit down for a icey cold drink . ",we still love a beer on the beach we always sit at aussies bar its just fun  we do our souvenir shopping for the kids while we have a beer massage and buy our fruityou have to be prepared to be swarmed by the hawkers and be able to get rid of those you dont want to buy from my method is be really nice and have fun with them but be up front and let them know right away that youre not interested and if you tell them you are then you should buy it from them and not waste their time arguing over 50 cents  we get the cheapest prices on the beach and the fruit is always fresh and fabulous its important to remember this is whats done on the beaches in bali you cant be rude to these guys this is just what they doits a fun place to meet other travelers and have a chat share experiences and make plansalways worth a sit down for a icey cold drink  ,still love beer beach always sit aussies bar fun souvenir shopping kids beer massage buy fruityou prepared swarmed hawkers able get rid dont want buy method really nice fun front let know right away youre interested tell buy waste time arguing 50 cents get cheapest prices beach fruit always fresh fabulous important remember whats done beaches bali cant rude guys doits fun place meet travelers chat share experiences make plansalways worth sit icey cold drink,still love beer always sit aussies bar fun souvenir shopping kids beer massage buy fruityou prepared swarmed hawkers able get rid dont want buy method really fun front let know right away youre interested tell buy waste time arguing 50 cents get cheapest prices fruit always fresh fabulous important remember whats done beaches cant rude guys doits fun meet travelers chat share experiences make plansalways worth sit icey cold drink,still love beer always sit aussies bar fun souvenir shopping kids beer massage buy fruityou prepared swarmed hawkers able get rid dont want buy method really fun front let know right away youre interested tell buy waste time arguing 50 cents get cheapest prices fruit always fresh fabulous important remember whats done beaches cant rude guys doits fun meet travelers chat share experiences make plansalways worth sit icey cold drink,still love beer alway sit aussi bar fun souvenir shop kid beer massag buy fruityou prepar swarm hawker abl get rid dont want buy method realli fun front let know right away your interest tell buy wast time argu 50 cent get cheapest price fruit alway fresh fabul import rememb what done beach cant rude guy doit fun meet travel chat share experi make plansalway worth sit icey cold drink,still love beer always sit aussie bar fun souvenir shopping kid beer massage buy fruityou prepare swarm hawker able get rid dont want buy method really fun front let know right away youre interested tell buy waste time argue 50 cent get cheap price fruit always fresh fabulous important remember whats do beach cant rude guy doits fun meet traveler chat share experience make plansalways worth sit icey cold drink,"{'neg': 0.069, 'neu': 0.6, 'pos': 0.331, 'compound': 0.9734}",0.9734,1
junior g,16-Jan,Nice beach but very busy. Full of beach side bars & cafe with bean bags seating on the beach. Good for drinks and sunset.,Nice beach but very busy. Full of beach side bars & cafe with bean bags seating on the beach. Good for drinks and sunset.,Nice beach but very busy. Full of beach side bars & cafe with bean bags seating on the beach. Good for drinks and sunset.,nice beach but very busy. full of beach side bars & cafe with bean bags seating on the beach. good for drinks and sunset.,nice beach but very busy full of beach side bars  cafe with bean bags seating on the beach good for drinks and sunset,nice beach busy full beach side bars cafe bean bags seating beach good drinks sunset,busy full side bars cafe bean bags seating drinks,busy full side bars cafe bean bags seating drinks,busi full side bar cafe bean bag seat drink,busy full side bar cafe bean bag seat drink,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
Miftakul Huda,16-Apr,"At least once a in week, i have to visit Seminyak Beach at least for just enjoying sunset with friends chit chat and drinks at the bech as long you are fine with crowded since somes full of people on the weekend. You may choose Meatball it called Bakso in Indonesian for snackin, many places to have chill out during sunset here. Some tourists also love to have tanning here but im prefer going to south for tanning ","At least once a in week, i have to visit Seminyak Beach at least for just enjoying sunset with friends chit chat and drinks at the bech as long you are fine with crowded since somes full of people on the weekend. You may choose Meatball it called Bakso in Indonesian for snackin, many places to have chill out during sunset here. Some tourists also love to have tanning here but im prefer going to south for tanning ","At least once a in week, i have to visit Seminyak Beach at least for just enjoying sunset with friends chit chat and drinks at the bech as long you are fine with crowded since somes full of people on the weekend. You may choose Meatball it called Bakso in Indonesian for snackin, many places to have chill out during sunset here. Some tourists also love to have tanning here but im prefer going to south for tanning ","at least once a in week, i have to visit seminyak beach at least for just enjoying sunset with friends chit chat and drinks at the bech as long you are fine with crowded since somes full of people on the weekend. you may choose meatball it called bakso in indonesian for snackin, many places to have chill out during sunset here. some tourists also love to have tanning here but im prefer going to south for tanning ",at least once a in week i have to visit seminyak beach at least for just enjoying sunset with friends chit chat and drinks at the bech as long you are fine with crowded since somes full of people on the weekend you may choose meatball it called bakso in indonesian for snackin many places to have chill out during sunset here some tourists also love to have tanning here but im prefer going to south for tanning ,least week visit seminyak beach least enjoying sunset friends chit chat drinks bech long fine crowded since somes full people weekend may choose meatball called bakso indonesian snackin many places chill sunset tourists also love tanning im prefer going south tanning,least week visit seminyak least enjoying friends chit chat drinks bech long fine crowded since somes full people weekend may choose meatball called bakso indonesian snackin many places chill tourists also love tanning im prefer going south tanning,least week visit seminyak least enjoying friends chit chat drinks bech long fine crowded since somes full people weekend may choose meatball called bakso indonesian snackin many places chill tourists also love tanning im prefer going south tanning,least week visit seminyak least enjoy friend chit chat drink bech long fine crowd sinc some full peopl weekend may choos meatbal call bakso indonesian snackin mani place chill tourist also love tan im prefer go south tan,least week visit seminyak least enjoy friend chit chat drink bech long fine crowd since somes full people weekend may choose meatball call bakso indonesian snackin many place chill tourist also love tan im prefer go south tan,"{'neg': 0.057, 'neu': 0.742, 'pos': 0.201, 'compound': 0.763}",0.763,1
krayfi,16-Apr,"We popped by here to check out the beaches in Seminyak. This is a crowded beach albeit a long stretch and had waves for surfing. We snapped our sunset shots from here, walked the beach for a little and felt it was time to go.","We popped by here to check out the beaches in Seminyak. This is a crowded beach albeit a long stretch and had waves for surfing. We snapped our sunset shots from here, walked the beach for a little and felt it was time to go.","We popped by here to check out the beaches in Seminyak. This is a crowded beach albeit a long stretch and had waves for surfing. We snapped our sunset shots from here, walked the beach for a little and felt it was time to go.","we popped by here to check out the beaches in seminyak. this is a crowded beach albeit a long stretch and had waves for surfing. we snapped our sunset shots from here, walked the beach for a little and felt it was time to go.",we popped by here to check out the beaches in seminyak this is a crowded beach albeit a long stretch and had waves for surfing we snapped our sunset shots from here walked the beach for a little and felt it was time to go,popped check beaches seminyak crowded beach albeit long stretch waves surfing snapped sunset shots walked beach little felt time go,popped check beaches seminyak crowded albeit long stretch waves surfing snapped shots walked little felt time go,popped check beaches seminyak crowded albeit long stretch waves surfing snapped shots walked little felt time go,pop check beach seminyak crowd albeit long stretch wave surf snap shot walk littl felt time go,pop check beach seminyak crowd albeit long stretch wave surf snap shot walk little felt time go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
RnRMartin,16-Apr,"We love this area of Seminyak.... the atmosphere along the beach is amazing.  Plenty of dining options to suit all budgets, or just relax in a bean bag on the sand and watch the spectacular sunset.","We love this area of Seminyak.... the atmosphere along the beach is amazing.  Plenty of dining options to suit all budgets, or just relax in a bean bag on the sand and watch the spectacular sunset.","We love this area of Seminyak.... the atmosphere along the beach is amazing.  Plenty of dining options to suit all budgets, or just relax in a bean bag on the sand and watch the spectacular sunset.","we love this area of seminyak.... the atmosphere along the beach is amazing.  plenty of dining options to suit all budgets, or just relax in a bean bag on the sand and watch the spectacular sunset.",we love this area of seminyak the atmosphere along the beach is amazing  plenty of dining options to suit all budgets or just relax in a bean bag on the sand and watch the spectacular sunset,love area seminyak atmosphere along beach amazing plenty dining options suit budgets relax bean bag sand watch spectacular sunset,love area seminyak atmosphere along amazing plenty dining options suit budgets relax bean bag sand watch spectacular,love area seminyak atmosphere along amazing plenty dining options suit budgets relax bean bag sand watch spectacular,love area seminyak atmospher along amaz plenti dine option suit budget relax bean bag sand watch spectacular,love area seminyak atmosphere along amazing plenty dining option suit budget relax bean bag sand watch spectacular,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.8979}",0.8979,1
andrew c,16-Apr,"The beach is awesome,much way better than kuta beach,try to catch a sunset here with a tremendous local food called bakso(meatball) along the beach.if bakso not your thing you can choose an international restaurant surrounding the beach.","The beach is awesome,much way better than kuta beach,try to catch a sunset here with a tremendous local food called bakso(meatball) along the beach.if bakso not your thing you can choose an international restaurant surrounding the beach.","The beach is awesome,much way better than kuta beach,try to catch a sunset here with a tremendous local food called bakso(meatball along the beach.if bakso not your thing you can choose an international restaurant surrounding the beach.","the beach is awesome,much way better than kuta beach,try to catch a sunset here with a tremendous local food called bakso(meatball along the beach.if bakso not your thing you can choose an international restaurant surrounding the beach.",the beach is awesomemuch way better than kuta beachtry to catch a sunset here with a tremendous local food called baksomeatball along the beachif bakso not your thing you can choose an international restaurant surrounding the beach,beach awesomemuch way better kuta beachtry catch sunset tremendous local food called baksomeatball along beachif bakso thing choose international restaurant surrounding beach,awesomemuch way better kuta beachtry catch tremendous local food called baksomeatball along beachif bakso thing choose international restaurant surrounding,awesomemuch way better kuta beachtry catch tremendous local food called baksomeatball along beachif bakso thing choose international restaurant surrounding,awesomemuch way better kuta beachtri catch tremend local food call baksomeatbal along beachif bakso thing choos intern restaur surround,awesomemuch way well kuta beachtry catch tremendous local food call baksomeatball along beachif bakso thing choose international restaurant surround,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}",0.2732,1
TerjeHoegberg,15-Aug,"When it comes to enjoying lazy beach life, or enjoying the sunset,  it's much better than the most famous Kuta beach. Less surfers, less beach vendors and less tourists.","When it comes to enjoying lazy beach life, or enjoying the sunset,  it's much better than the most famous Kuta beach. Less surfers, less beach vendors and less tourists.","When it comes to enjoying lazy beach life, or enjoying the sunset,  it's much better than the most famous Kuta beach. Less surfers, less beach vendors and less tourists.","when it comes to enjoying lazy beach life, or enjoying the sunset,  it's much better than the most famous kuta beach. less surfers, less beach vendors and less tourists.",when it comes to enjoying lazy beach life or enjoying the sunset  its much better than the most famous kuta beach less surfers less beach vendors and less tourists,comes enjoying lazy beach life enjoying sunset much better famous kuta beach less surfers less beach vendors less tourists,comes enjoying lazy life enjoying much better famous kuta less surfers less vendors less tourists,comes enjoying lazy life enjoying much better famous kuta less surfers less vendors less tourists,come enjoy lazi life enjoy much better famou kuta less surfer less vendor less tourist,come enjoy lazy life enjoy much well famous kuta less surfer less vendor less tourist,"{'neg': 0.114, 'neu': 0.5, 'pos': 0.386, 'compound': 0.7184}",0.7184,1
Mohamed Abri,16-Apr,"Lovely beach with lots of stalls, restaurants, & beach chairs. You can get one of the multiple stalls to get your drinks while you relax.","Lovely beach with lots of stalls, restaurants, & beach chairs. You can get one of the multiple stalls to get your drinks while you relax.","Lovely beach with lots of stalls, restaurants, & beach chairs. You can get one of the multiple stalls to get your drinks while you relax.","lovely beach with lots of stalls, restaurants, & beach chairs. you can get one of the multiple stalls to get your drinks while you relax.",lovely beach with lots of stalls restaurants  beach chairs you can get one of the multiple stalls to get your drinks while you relax,lovely beach lots stalls restaurants beach chairs get one multiple stalls get drinks relax,lovely lots stalls restaurants chairs get one multiple stalls get drinks relax,lovely lots stalls restaurants chairs get one multiple stalls get drinks relax,love lot stall restaur chair get one multipl stall get drink relax,lovely lots stall restaurant chair get one multiple stall get drink relax,"{'neg': 0.197, 'neu': 0.437, 'pos': 0.366, 'compound': 0.6249}",0.6249,1
nanean,16-Jan,"A few years ago we were here in the rainy season and it was awful, with rubbish everywhere, washed up by the sea.  This last year, it was lovely, crystal clear water and quite clean.  Nice little beach.  Especially good if you can get there in the early morning (pre 8am).  Locals fishing, local kids playing.  Lovely scene.","A few years ago we were here in the rainy season and it was awful, with rubbish everywhere, washed up by the sea.  This last year, it was lovely, crystal clear water and quite clean.  Nice little beach.  Especially good if you can get there in the early morning (pre 8am).  Locals fishing, local kids playing.  Lovely scene.","A few years ago we were here in the rainy season and it was awful, with rubbish everywhere, washed up by the sea.  This last year, it was lovely, crystal clear water and quite clean.  Nice little beach.  Especially good if you can get there in the early morning (pre 8am.  Locals fishing, local kids playing.  Lovely scene.","a few years ago we were here in the rainy season and it was awful, with rubbish everywhere, washed up by the sea.  this last year, it was lovely, crystal clear water and quite clean.  nice little beach.  especially good if you can get there in the early morning (pre 8am.  locals fishing, local kids playing.  lovely scene.",a few years ago we were here in the rainy season and it was awful with rubbish everywhere washed up by the sea  this last year it was lovely crystal clear water and quite clean  nice little beach  especially good if you can get there in the early morning pre 8am  locals fishing local kids playing  lovely scene,years ago rainy season awful rubbish everywhere washed sea last year lovely crystal clear water quite clean nice little beach especially good get early morning pre 8am locals fishing local kids playing lovely scene,years ago rainy season awful rubbish everywhere washed sea last year lovely crystal clear water quite little especially get early morning pre 8am locals fishing local kids playing lovely scene,years ago rainy season awful rubbish everywhere washed sea last year lovely crystal clear water quite little especially get early morning pre 8am locals fishing local kids playing lovely scene,year ago raini season aw rubbish everywher wash sea last year love crystal clear water quit littl especi get earli morn pre 8am local fish local kid play love scene,year ago rainy season awful rubbish everywhere wash sea last year lovely crystal clear water quite little especially get early morning pre 8am local fish local kid play lovely scene,"{'neg': 0.105, 'neu': 0.587, 'pos': 0.308, 'compound': 0.8519}",0.8519,1
tanmalakaadi,15-Nov,"on my business trip, i was trying to spent time in the late afternoon to release my stress.and I've found a fabulous view in here!","on my business trip, i was trying to spent time in the late afternoon to release my stress.and I've found a fabulous view in here!","on my business trip, i was trying to spent time in the late afternoon to release my stress.and I've found a fabulous view in here!","on my business trip, i was trying to spent time in the late afternoon to release my stress.and i've found a fabulous view in here!",on my business trip i was trying to spent time in the late afternoon to release my stressand ive found a fabulous view in here,business trip trying spent time late afternoon release stressand ive found fabulous view,business trip trying spent time late afternoon release stressand ive found fabulous view,business trip trying spent time late afternoon release stressand ive found fabulous view,busi trip tri spent time late afternoon releas stressand ive found fabul view,business trip try spent time late afternoon release stressand ive find fabulous view,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.5267}",0.5267,1
RBC123,16-Apr,"Water warm and inviting to go swimming, Great waves, lots of people surfing.Just lie back and relax.","Water warm and inviting to go swimming, Great waves, lots of people surfing.Just lie back and relax.","Water warm and inviting to go swimming, Great waves, lots of people surfing.Just lie back and relax.","water warm and inviting to go swimming, great waves, lots of people surfing.just lie back and relax.",water warm and inviting to go swimming great waves lots of people surfingjust lie back and relax,water warm inviting go swimming great waves lots people surfingjust lie back relax,water warm inviting go swimming waves lots people surfingjust lie back relax,water warm inviting go swimming waves lots people surfingjust lie back relax,water warm invit go swim wave lot peopl surfingjust lie back relax,water warm inviting go swim wave lots people surfingjust lie back relax,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7269}",0.7269,1
June H,16-Apr,My name is George Hondris and I recently took my 3 children and there kids to The Double Six. What an experience. All staff from the General Manager down to the pool staff were fantastic. Nothing was too much trouble and we shared 3 bithdays up there and have unforgetable memories that we have taken home regarding this modern State of the Art Hotel.We will be back in September and cant wait. I have been to Bali 51 times and this hotel is the best by far. Give it a try you wont be dissappointed. Excellent view & service.,My name is George Hondris and I recently took my 3 children and there kids to The Double Six. What an experience. All staff from the General Manager down to the pool staff were fantastic. Nothing was too much trouble and we shared 3 bithdays up there and have unforgetable memories that we have taken home regarding this modern State of the Art Hotel.We will be back in September and cant wait. I have been to Bali 51 times and this hotel is the best by far. Give it a try you wont be dissappointed. Excellent view & service.,My name is George Hondris and I recently took my 3 children and there kids to The Double Six. What an experience. All staff from the General Manager down to the pool staff were fantastic. Nothing was too much trouble and we shared 3 bithdays up there and have unforgetable memories that we have taken home regarding this modern State of the Art Hotel.We will be back in September and cant wait. I have been to Bali 51 times and this hotel is the best by far. Give it a try you wont be dissappointed. Excellent view & service.,my name is george hondris and i recently took my 3 children and there kids to the double six. what an experience. all staff from the general manager down to the pool staff were fantastic. nothing was too much trouble and we shared 3 bithdays up there and have unforgetable memories that we have taken home regarding this modern state of the art hotel.we will be back in september and cant wait. i have been to bali 51 times and this hotel is the best by far. give it a try you wont be dissappointed. excellent view & service.,my name is george hondris and i recently took my 3 children and there kids to the double six what an experience all staff from the general manager down to the pool staff were fantastic nothing was too much trouble and we shared 3 bithdays up there and have unforgetable memories that we have taken home regarding this modern state of the art hotelwe will be back in september and cant wait i have been to bali 51 times and this hotel is the best by far give it a try you wont be dissappointed excellent view  service,name george hondris recently took 3 children kids double six experience staff general manager pool staff fantastic nothing much trouble shared 3 bithdays unforgetable memories taken home regarding modern state art hotelwe back september cant wait bali 51 times hotel best far give try wont dissappointed excellent view service,name george hondris recently took 3 children kids experience staff general manager pool staff fantastic nothing much trouble shared 3 bithdays unforgetable memories taken home regarding modern state art hotelwe back september cant wait 51 times hotel best far give try wont dissappointed excellent view service,name george hondris recently took 3 children kids experience staff general manager pool staff fantastic nothing much trouble shared 3 bithdays unforgetable memories taken home regarding modern state art hotelwe back september cant wait 51 times hotel best far give try wont dissappointed excellent view service,name georg hondri recent took 3 children kid experi staff gener manag pool staff fantast noth much troubl share 3 bithday unforget memori taken home regard modern state art hotelw back septemb cant wait 51 time hotel best far give tri wont dissappoint excel view servic,name george hondris recently take 3 child kid experience staff general manager pool staff fantastic nothing much trouble share 3 bithdays unforgetable memory take home regard modern state art hotelwe back september cant wait 51 time hotel best far give try wont dissappointed excellent view service,"{'neg': 0.091, 'neu': 0.723, 'pos': 0.186, 'compound': 0.7329}",0.7329,1
Brad H,15-Sep,"Double Six is the go to place for sunset drinks and chilling with friends.  Most places offer bean bags on the beach, free wifi and table service usually with accompanying acoustic bands or techno music. Some spots are better than others so walk around until you find one you like.","Double Six is the go to place for sunset drinks and chilling with friends.  Most places offer bean bags on the beach, free wifi and table service usually with accompanying acoustic bands or techno music. Some spots are better than others so walk around until you find one you like.","Double Six is the go to place for sunset drinks and chilling with friends.  Most places offer bean bags on the beach, free wifi and table service usually with accompanying acoustic bands or techno music. Some spots are better than others so walk around until you find one you like.","double six is the go to place for sunset drinks and chilling with friends.  most places offer bean bags on the beach, free wifi and table service usually with accompanying acoustic bands or techno music. some spots are better than others so walk around until you find one you like.",double six is the go to place for sunset drinks and chilling with friends  most places offer bean bags on the beach free wifi and table service usually with accompanying acoustic bands or techno music some spots are better than others so walk around until you find one you like,double six go place sunset drinks chilling friends places offer bean bags beach free wifi table service usually accompanying acoustic bands techno music spots better others walk around find one like,go drinks chilling friends places offer bean bags free wifi table service usually accompanying acoustic bands techno music spots better others walk around find one like,go drinks chilling friends places offer bean bags free wifi table service usually accompanying acoustic bands techno music spots better others walk around find one like,go drink chill friend place offer bean bag free wifi tabl servic usual accompani acoust band techno music spot better other walk around find one like,go drink chill friend place offer bean bag free wifi table service usually accompany acoustic band techno music spot good others walk around find one like,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.8979}",0.8979,1
Dodde_Mokarisma,16-Apr,"I believe the double six beach in one the best spot to enjoy the sunset in Bali, and the world also ! pristine white sands, plenty of food option and the easy access. However the small road and limited parking space for care could be a problem for those we drive here. ","I believe the double six beach in one the best spot to enjoy the sunset in Bali, and the world also ! pristine white sands, plenty of food option and the easy access. However the small road and limited parking space for care could be a problem for those we drive here. ","I believe the double six beach in one the best spot to enjoy the sunset in Bali, and the world also ! pristine white sands, plenty of food option and the easy access. However the small road and limited parking space for care could be a problem for those we drive here. ","i believe the double six beach in one the best spot to enjoy the sunset in bali, and the world also ! pristine white sands, plenty of food option and the easy access. however the small road and limited parking space for care could be a problem for those we drive here. ",i believe the double six beach in one the best spot to enjoy the sunset in bali and the world also  pristine white sands plenty of food option and the easy access however the small road and limited parking space for care could be a problem for those we drive here ,believe double six beach one best spot enjoy sunset bali world also pristine white sands plenty food option easy access however small road limited parking space care could problem drive,believe one best spot enjoy world also pristine white sands plenty food option easy access however small road limited parking space care could problem drive,believe one best spot enjoy world also pristine white sands plenty food option easy access however small road limited parking space care could problem drive,believ one best spot enjoy world also pristin white sand plenti food option easi access howev small road limit park space care could problem drive,believe one best spot enjoy world also pristine white sand plenty food option easy access however small road limit park space care could problem drive,"{'neg': 0.075, 'neu': 0.552, 'pos': 0.373, 'compound': 0.8957}",0.8957,1
RichytNZ,16-Feb,"Head down to Double Six Beach around 5:00 pm in the evening, grab a beer and snack from one of the vendors and relax and watch the sunset","Head down to Double Six Beach around 5:00 pm in the evening, grab a beer and snack from one of the vendors and relax and watch the sunset","Head down to Double Six Beach around 5:00 pm in the evening, grab a beer and snack from one of the vendors and relax and watch the sunset","head down to double six beach around 5:00 pm in the evening, grab a beer and snack from one of the vendors and relax and watch the sunset",head down to double six beach around 500 pm in the evening grab a beer and snack from one of the vendors and relax and watch the sunset,head double six beach around 500 pm evening grab beer snack one vendors relax watch sunset,head around 500 pm evening grab beer snack one vendors relax watch,head around 500 pm evening grab beer snack one vendors relax watch,head around 500 pm even grab beer snack one vendor relax watch,head around 500 pm even grab beer snack one vendor relax watch,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404,1
MiteshK,16-Apr,"If you're looking for a beach for eating, drinking, live music and some sheesha, this is the place to be..there are plenty of shacks with bean bags that are usually on till 11 PM. Tried other beaches such as seminyak Legian and Kuta..which are otherwise great beaches but only till sunset. ","If you're looking for a beach for eating, drinking, live music and some sheesha, this is the place to be..there are plenty of shacks with bean bags that are usually on till 11 PM. Tried other beaches such as seminyak Legian and Kuta..which are otherwise great beaches but only till sunset. ","If you're looking for a beach for eating, drinking, live music and some sheesha, this is the place to be..there are plenty of shacks with bean bags that are usually on till 11 PM. Tried other beaches such as seminyak Legian and Kuta..which are otherwise great beaches but only till sunset. ","if you're looking for a beach for eating, drinking, live music and some sheesha, this is the place to be..there are plenty of shacks with bean bags that are usually on till 11 pm. tried other beaches such as seminyak legian and kuta..which are otherwise great beaches but only till sunset. ",if youre looking for a beach for eating drinking live music and some sheesha this is the place to bethere are plenty of shacks with bean bags that are usually on till 11 pm tried other beaches such as seminyak legian and kutawhich are otherwise great beaches but only till sunset ,youre looking beach eating drinking live music sheesha place bethere plenty shacks bean bags usually till 11 pm tried beaches seminyak legian kutawhich otherwise great beaches till sunset,youre looking eating drinking live music sheesha bethere plenty shacks bean bags usually till 11 pm tried beaches seminyak legian kutawhich otherwise beaches till,youre looking eating drinking live music sheesha bethere plenty shacks bean bags usually till 11 pm tried beaches seminyak legian kutawhich otherwise beaches till,your look eat drink live music sheesha bether plenti shack bean bag usual till 11 pm tri beach seminyak legian kutawhich otherwis beach till,youre look eat drink live music sheesha bethere plenty shack bean bag usually till 11 pm try beach seminyak legian kutawhich otherwise beach till,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
